GPAX,GPA,SLC,School,Plus,Physics,Math,Chemistry,Bio,Parent1,Parent2,X1,X2,X3,X4,X5,X6,X111,X222,X333,X444,X555,X666,GPAA,GPAA,pf,Int,Internal,FinalGPA,Prog,OrdGPA,GPAAA
2,3.54,0.361111111,0,0.333333333,0.27027027,0.480769231,0.131578947,0.608695652,0.333333333,0.666666667,0.7,0.86,0.583333333,0.82,0.8,0.8,0.888888889,1,1,1,0.944444444,1,2,2,1,70,35,80,Civil V,9,A-
2,3.52,0.6,1,0.611111111,0.27027027,0.480769231,0.526315789,0.836956522,0.333333333,0.666666667,0.82,0.92,0.583333333,0.76,0.82,0.9,0.833333333,0.944444444,0.722222222,0.944444444,0.777777778,1,2,2,1,82,41,80,Civil V,9,A-
2,3.48,0.138888889,1,0.388888889,0.324324324,0.461538462,0.5,0.543478261,0,0.333333333,0.76,0.7,0.333333333,0.58,0.8,0.76,0.722222222,0,0.611111111,0.777777778,0.777777778,1,2,2,1,76,38,80,Civil V,9,A-
2,3.42,0.666666667,0,0.777777778,0.621621622,0.826923077,0.263157895,0.717391304,0.333333333,0.666666667,0.58,0.68,0.5,0.68,0.78,0.7,0.722222222,0.666666667,0.777777778,0.833333333,0.722222222,1,2,2,1,58,29,80,Civil V,9,A-
2,3.41,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.68,0.54,0.333333333,0.56,0.72,0.78,0,0,0,0,0,0.888888889,2,2,1,68,34,80,Civil V,9,A-
2,3.34,0.75,1,0.805555556,0.459459459,0.769230769,0.473684211,0.739130435,0.333333333,0.666666667,0.56,0.7,0.291666667,0.6,0.78,0.82,0,0,0,0,0.777777778,0.944444444,2,2,1,56,28,80,Civil V,9,A-
2,3.34,0.333333333,0,0.555555556,0.27027027,0.480769231,0.263157895,0,1,0.666666667,0.6,0.86,0.791666667,0.8,0.8,0.92,0.722222222,0,0,0.777777778,0.777777778,1,2,2,1,60,30,80,Civil V,9,A-
3,3.23,0.729166667,0,0.722222222,0.810810811,0.576923077,0.657894737,0.891304348,1,0.666666667,0.8,0.9,0.75,0.98,0.98,0.96,0.944444444,0.944444444,1,1,0.944444444,1,3,3,1,80,40,75,Civil V,8,B+
3,3.21,0.819444444,1,0.777777778,0.594594595,0.788461538,0.631578947,0.934782609,0,0.333333333,0.98,0.94,0.666666667,0.9,0.86,0.94,0.833333333,1,1,1,0.888888889,1,3,3,1,98,49,75,Civil V,8,B+
3,3.19,0.669444444,1,0.944444444,0.810810811,0.826923077,0.552631579,0,0,0.333333333,0.9,0.92,0.916666667,0.9,0.9,0.8,0.888888889,1,1,1,0.944444444,1,3,3,1,90,45,75,Civil V,8,B+
3,3.18,0.75,1,0.444444444,0.027027027,0.442307692,0.157894737,0,0.333333333,0.666666667,0.9,0.86,0.541666667,0.82,0.84,0.94,0,0.944444444,0,0.777777778,0.777777778,1,3,3,1,90,45,75,Civil V,8,B+
3,3.18,0.736111111,1,0.361111111,0.27027027,0.365384615,0,0.543478261,0.666666667,1,0.82,0.86,0.291666667,0.6,0.78,0.8,0,0,0,0,0,1,3,3,1,82,41,75,Civil V,8,B+
3,3.11,0.75,1,0.888888889,0.810810811,0.769230769,0.605263158,0,0.333333333,0.666666667,0.6,0.9,0.916666667,0.96,0.9,0.98,0.833333333,0.944444444,0.944444444,0.888888889,0.888888889,0.944444444,3,3,1,60,30,75,Civil V,8,B+
3,3.06,0.840277778,1,0.472222222,0.27027027,0.480769231,0.263157895,0.652173913,0,0.666666667,0.96,0.7,0.583333333,0.7,0.8,0.8,0.666666667,0.555555556,0.611111111,0.833333333,0.833333333,1,3,3,1,96,48,75,Civil V,8,B+
3,3.04,0.819444444,1,0.777777778,0.72972973,0.673076923,0.526315789,0.782608696,0.666666667,0.666666667,0.7,0.9,0.916666667,0.86,0.94,0.88,0.944444444,1,0.944444444,0.888888889,0.833333333,1,3,3,1,70,35,75,Civil V,8,B+
3,3.01,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.86,0.78,0.583333333,0.76,0.8,0.8,0.833333333,0.722222222,0.666666667,0,0.888888889,1,3,3,1,86,43,75,Civil V,8,B+
4,3,0.722222222,1,0.527777778,0.135135135,0.480769231,0.763157895,0.815217391,0,1,0.76,0.86,0.916666667,0.84,0.86,0.86,0.777777778,0.888888889,0.944444444,0.944444444,0.944444444,1,4,4,1,76,38,75,Civil V,7,B
4,2.99,0.629722222,0,0.916666667,0.945945946,0.923076923,0.973684211,0.836956522,0.666666667,1,0.84,0.86,0.791666667,0.96,0.98,0.96,1,0.944444444,1,1,1,1,4,4,1,84,42,70,Civil V,7,B
4,2.89,0.713888889,0,0.944444444,0.891891892,0.903846154,0.552631579,0.891304348,0.333333333,0.666666667,0.96,0.92,0.916666667,0.96,0.96,0.96,1,1,1,1,1,1,4,4,1,96,48,70,Civil V,7,B
4,2.84,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.96,0.76,0.333333333,0.66,0.74,0.8,0.722222222,0.833333333,0,0,0.777777778,1,4,4,1,96,48,70,Civil V,7,B
5,2.65,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.66,0.88,0.75,0.84,0.88,0.88,0.833333333,0.777777778,0.944444444,0.722222222,0.777777778,1,5,5,1,66,33,65,Civil V,6,B-
5,2.59,0.583333333,1,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.84,0.58,0.416666667,0.46,0.7,0.76,0,0,0,0,0.611111111,0.944444444,5,5,1,84,42,65,Civil V,6,B-
0,0,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.46,0.68,0.333333333,0.82,0.74,0.88,0.777777778,0,0.888888889,0,0.888888889,1,0,0,0,46,23,0,Civil V,0,F
0,0,0.583333333,1,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.46,0.68,0.333333333,0.82,0.74,0.9,0.833333333,1,0.777777778,0.777777778,0.888888889,1,0,0,0,82,41,0,Civil V,0,F
0,0,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.84,0.68,0.875,0.86,0.98,0.92,0,0,0.833333333,0.944444444,0.777777778,1,0,0,0,84,42,0,Civil V,0,F
0,0,0.305555556,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.86,0.68,0.583333333,0.74,0.74,0.88,0,0,0.722222222,0,0.833333333,1,0,0,0,86,43,0,Civil V,0,F
0,0,0.416666667,1,0.583333333,0.135135135,0,0.105263158,0.913043478,1,0.666666667,0.74,0.88,0.666666667,0.8,0.86,0.92,0.777777778,0.888888889,1,0.944444444,0.944444444,1,0,0,0,74,37,0,Civil V,0,F
0,0,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.8,0.72,0.333333333,0.46,0.72,0.76,0,0,0,0,0,1,0,0,0,80,40,0,Civil V,0,F
0,0,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.46,0.86,0.5,0.68,0.76,0.88,0.777777778,1,0.666666667,0.777777778,0.888888889,1,0,0,0,46,23,0,Civil V,0,F
0,0,0.883333333,1,0.888888889,0.675675676,0.923076923,0.657894737,0.891304348,0.333333333,0.666666667,0.68,0.86,0.708333333,0.86,0.88,0.88,0.777777778,0.944444444,0.833333333,0.944444444,0.944444444,1,0,0,0,68,34,0,Civil V,0,F
0,0,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.86,0.86,0.75,0.68,0.82,0.9,0.722222222,0.888888889,0,0.777777778,0.833333333,1,0,0,0,86,43,0,Civil V,0,F
0,0,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.68,0.9,0.875,0.76,0.92,0.92,0.944444444,0.944444444,1,0.888888889,0.944444444,1,0,0,0,68,34,0,Civil V,0,F
0,0,0.855555556,1,0.888888889,0.675675676,0.923076923,0.657894737,0.891304348,0.333333333,0.666666667,0.76,0.92,0.791666667,0.84,0.96,0.94,1,1,0.944444444,1,1,1,0,0,0,76,38,0,Civil V,0,F
0,0,0.883333333,1,0.888888889,0.675675676,0.923076923,0.657894737,0.891304348,0.333333333,0.666666667,0.84,0.78,0.541666667,0.76,0.8,0.9,0.888888889,0,0,0.777777778,0.833333333,1,0,0,0,84,42,0,Civil V,0,F
0,0,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.76,0.86,0.833333333,0.8,0.82,0.9,0.833333333,0.944444444,0.833333333,0.888888889,0.944444444,1,0,0,0,76,38,0,Civil V,0,F
0,0,0.5,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.8,0.68,0.625,0.82,0.84,0.9,0.833333333,0,0,0,0.722222222,1,0,0,0,80,40,0,Civil V,0,F
0,0,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.82,0.94,0.916666667,0.84,0.94,0.94,0.888888889,1,0.888888889,1,1,1,0,0,0,82,41,0,Civil V,0,F
0,0,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.84,0.86,0.791666667,0.78,0.92,0.92,0.777777778,0,0,0.888888889,0.833333333,1,0,0,0,84,42,0,Civil V,0,F
0,0,0.883333333,1,0.888888889,0.675675676,0.923076923,0.657894737,0.891304348,0.333333333,0.666666667,0.78,0.94,0.916666667,0.96,0.96,0.98,1,1,1,1,1,1,0,0,0,78,39,0,Civil V,0,F
0,0,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.96,0.88,0.916666667,0.96,0.96,0.96,0.888888889,0.888888889,0.944444444,1,1,1,0,0,0,96,48,0,Civil V,0,F
0,0,0.583333333,0,0.694444444,0.540540541,0.576923077,0.763157895,0.760869565,0.666666667,1,0.96,0.88,0.75,0.8,0.94,0.92,0.777777778,0.944444444,0.833333333,1,0.833333333,1,0,0,0,96,48,0,Civil V,0,F
0,0,0.408333333,1,0.583333333,0.567567568,0.211538462,0.526315789,0.760869565,0,0,0.8,0.9,0.791666667,0.98,0.88,0.94,0.777777778,0.944444444,1,0.888888889,1,1,0,0,0,80,40,0,Civil V,0,F
0,0,0.408333333,1,0.583333333,0.567567568,0.211538462,0.526315789,0.760869565,0,0,0.98,0.62,0.625,0.68,0.78,0.86,0.833333333,0.611111111,0.666666667,0.777777778,0.888888889,1,0,0,0,98,49,0,Civil V,0,F
0,0,0.947222222,1,0.833333333,0.72972973,0.692307692,0.657894737,0.869565217,0.666666667,0.666666667,0.68,0.68,0.583333333,0.46,0.8,0.66,0.666666667,0,0.555555556,0.833333333,0.777777778,1,0,0,0,68,34,0,Civil V,0,F
0,0,0.408333333,1,0.583333333,0.567567568,0.211538462,0.526315789,0.760869565,0,0,0.46,0.7,0.583333333,0.66,0.72,0.82,0.833333333,0,0.722222222,0.833333333,0.666666667,1,0,0,0,46,23,0,Civil V,0,F
0,0,0.805555556,1,0.777777778,0.540540541,0.769230769,0.394736842,0.782608696,0,0.666666667,0.66,0.76,0.791666667,0.6,0.8,0.88,0.833333333,0.722222222,0.611111111,0.833333333,0.944444444,1,0,0,0,66,33,0,Civil V,0,F
0,0,0.833333333,1,0.777777778,0.540540541,0.769230769,0.394736842,0.782608696,0,0.666666667,0.6,0.88,0.833333333,0.92,0.96,0.96,0.888888889,0.944444444,1,1,0.944444444,1,0,0,0,60,30,0,Civil V,0,F
0,0,0.305555556,0,0.305555556,0,0.442307692,0,0.586956522,0,0.333333333,0.92,0.88,0.833333333,0.86,0.96,0.94,0.888888889,1,0,1,0.944444444,1,0,0,0,92,46,0,Civil V,0,F
0,0,0.333333333,0,0.305555556,0,0.442307692,0,0.586956522,0,0,0.86,0.86,0.5,0.88,0.8,0.92,0.833333333,1,1,0.944444444,0.777777778,1,0,0,0,86,43,0,Civil V,0,F
0,0,0.833333333,1,0.777777778,0.540540541,0.769230769,0.394736842,0.782608696,0,0.666666667,0.88,0.9,0.666666667,0.84,0.9,0.9,0.722222222,1,0.833333333,0.944444444,0.888888889,1,0,0,0,88,44,0,Civil V,0,F
0,0,0.305555556,0,0.305555556,0,0.442307692,0,0.586956522,0,0.333333333,0.84,0.9,0.5,0.66,0.74,0.88,0.833333333,0.888888889,0,0.833333333,0.777777778,0.944444444,0,0,0,84,42,0,Civil V,0,F
0,0,0.833333333,1,0.777777778,0.540540541,0.769230769,0.394736842,0.782608696,0,0.666666667,0.66,0.72,0.5,0.62,0.78,0.86,0.777777778,0,0,0.888888889,0.833333333,0.944444444,0,0,0,66,33,0,Civil V,0,F
0,0,0.305555556,0,0.305555556,0,0.442307692,0,0.586956522,0,0.333333333,0.62,0.76,0.541666667,0.66,0.82,0.88,0.833333333,0.722222222,0.666666667,0.888888889,0,1,0,0,0,62,31,0,Civil V,0,F
0,0,0.722222222,1,0.833333333,0.891891892,0.75,0.578947368,0.847826087,0,0.666666667,0.66,0.74,0.541666667,0.72,0.72,0.88,0,0.666666667,0,0.722222222,0,1,0,0,0,66,33,0,Civil V,0,F
0,0,0.833333333,1,0.777777778,0.540540541,0.769230769,0.394736842,0.782608696,0,0.666666667,0.72,0.68,0.625,0.84,0.72,0.9,0,0,0,0,0,1,0,0,0,72,36,0,Civil V,0,F
0,0,0.305555556,0,0.305555556,0,0.442307692,0,0.586956522,0,0.333333333,0.84,0.7,0.458333333,0.46,0.74,0.76,0.666666667,0.666666667,0,0,0.777777778,1,0,0,0,84,42,0,Civil V,0,F
0,0,0.722222222,1,0.833333333,0.891891892,0.75,0.578947368,0.847826087,0,0.666666667,0.46,0.92,0.791666667,0.92,0.96,0.94,0.888888889,0.944444444,1,1,1,1,0,0,0,46,23,0,Civil V,0,F
0,0,0.833333333,1,0.777777778,0.540540541,0.769230769,0.394736842,0.782608696,0,0.666666667,0.92,0.74,0.666666667,0.7,0.8,0.9,0.833333333,0.777777778,0.722222222,0.833333333,0.944444444,1,0,0,0,92,46,0,Civil V,0,F
0,0,0.305555556,0,0.305555556,0,0.442307692,0,0.586956522,0,0.333333333,0.7,0.64,0.375,0.56,0.72,0.82,0,0,0,0,0,1,0,0,0,70,35,0,Civil V,0,F
0,0,0.333333333,0,0.305555556,0,0.442307692,0,0.586956522,0,0,0.56,0.86,0.666666667,0.8,0.88,0.88,0,0.722222222,0,0.888888889,0,1,0,0,0,56,28,0,Civil V,0,F
0,0,0.805555556,1,0.777777778,0.540540541,0.769230769,0.394736842,0.782608696,0,0.666666667,0.8,0.86,0.916666667,0.86,0.96,0.94,0.944444444,1,0.944444444,1,0.944444444,1,0,0,0,80,40,0,Civil V,0,F
0,0,0.833333333,1,0.777777778,0.540540541,0.769230769,0.394736842,0.782608696,0,0.666666667,0.86,0.72,0.666666667,0.76,0.78,0.9,0.777777778,0.833333333,0,0.944444444,0.722222222,1,0,0,0,86,43,0,Civil V,0,F
0,0,0.305555556,0,0.305555556,0,0.442307692,0,0.586956522,0,0.333333333,0.76,0.88,0.583333333,0.8,0.8,0.8,0.722222222,1,0.888888889,0.888888889,0.777777778,1,0,0,0,76,38,0,Civil V,0,F
0,0,0.833333333,1,0.777777778,0.540540541,0.769230769,0.394736842,0.782608696,0,0.666666667,0.8,0.84,0.75,0.88,0.86,0.92,0.888888889,0.722222222,0.833333333,0.833333333,0.777777778,1,0,0,0,80,40,0,Civil V,0,F
0,0,0.305555556,0,0.305555556,0,0.442307692,0,0.586956522,0,0.333333333,0.88,0.66,0.708333333,0.66,0.74,0.86,0.722222222,0,0,0.722222222,0.722222222,1,0,0,0,88,44,0,Civil V,0,F
0,0,0.883333333,1,0.888888889,0.675675676,0.923076923,0.657894737,0.891304348,0.333333333,0.666666667,0.66,0.78,0.666666667,0.82,0.72,0.84,0,0,0,0.722222222,0.777777778,1,0,0,0,66,33,0,Civil V,0,F
0,0,0.680555556,1,0.527777778,0.27027027,0.480769231,0.342105263,0.717391304,1,0.666666667,0.82,0.7,0.541666667,0.76,0.76,0.8,0.777777778,0.777777778,0.833333333,0.888888889,0.944444444,1,0,0,0,82,41,0,Civil V,0,F
0,0,0.883333333,1,0.888888889,0.675675676,0.923076923,0.657894737,0.891304348,0.333333333,0.666666667,0.76,0.4,0.458333333,0.76,0.72,0.82,0.722222222,0.777777778,0.777777778,0.722222222,0.777777778,0.944444444,0,0,0,76,38,0,Civil V,0,F
4,2.88,0.694444444,1,0.888888889,0.405405405,0.384615385,0.394736842,0.815217391,0.333333333,0.666666667,0.94,0.78,0.583333333,0.82,0.5,0.4,0.833333333,0.777777778,0.722222222,0.888888889,0.777777778,0.888888889,4,4,1,94,47,70,Civil VII,7,B
4,3,0.395833333,1,0.583333333,0.243243243,0.211538462,0.342105263,0.663043478,0.333333333,0.666666667,0.86,0.74,0.75,0.82,0.44,0.36,0.944444444,0.722222222,0.666666667,0.944444444,0.722222222,1,4,4,1,86,43,75,Civil VII,7,B
3,3.17,0.611111111,0,0.555555556,0.567567568,0.711538462,0.657894737,0.815217391,0.666666667,0.666666667,0.86,0.74,0.708333333,0.74,0.34,0.4,0.944444444,0.666666667,0.833333333,0.833333333,0.888888889,1,3,3,1,86,43,75,Civil VII,8,B+
5,2.45,0.316111111,0,0.472222222,0.486486486,0.576923077,0.526315789,0.913043478,0.666666667,1,0.72,0.72,0.625,0.72,0.52,0.36,0.777777778,0.722222222,0.777777778,0.611111111,0.666666667,0,5,5,1,72,36,65,Civil VII,6,B-
1,3.78,0.857777778,1,0.694444444,0.72972973,0.769230769,0.868421053,0.869565217,0.666666667,1,0.72,0.7,0.916666667,0.98,0.42,0.4,1,0.944444444,0.833333333,1,1,0,1,1,1,72,36,85,Civil VII,10,A
2,3.57,0.811111111,1,0.805555556,0.621621622,0.788461538,0.710526316,0.782608696,0.666666667,0.333333333,0.74,0.86,0.833333333,0.84,0.52,0.36,0.944444444,0.833333333,0.944444444,1,0.888888889,0.944444444,2,2,1,74,37,80,Civil VII,9,A-
3,3.12,0.416666667,0,0.805555556,0.621621622,0.788461538,0.710526316,0.782608696,0.666666667,0.333333333,0.7,0.84,0.833333333,0.9,0.48,0.38,0.944444444,0.777777778,0.833333333,0.833333333,0.833333333,0.888888889,3,3,1,70,35,75,Civil VII,8,B+
2,3.52,0.816666667,1,0.805555556,0.621621622,0.788461538,0.710526316,0.782608696,0.666666667,0.333333333,0.78,0.78,0.791666667,0.92,0.48,0.4,0.944444444,0.888888889,0.777777778,0.944444444,0.944444444,1,2,2,1,78,39,80,Civil VII,9,A-
3,3.2,0.416666667,0,0.194444444,0.594594595,0.519230769,0.789473684,0.793478261,0.333333333,0.666666667,0.96,0.94,0.75,0.84,0.56,0.36,0.888888889,0.888888889,0.722222222,0.888888889,0.888888889,0.944444444,3,3,1,96,48,75,Civil VII,8,B+
2,3.33,0.791666667,1,0.694444444,0.243243243,0.211538462,0.342105263,0.663043478,0.333333333,0.666666667,0.96,0.86,0.666666667,0.84,0.42,0.38,0.888888889,0.944444444,0.722222222,0.944444444,0.888888889,0,2,2,1,96,48,80,Civil VII,9,A-
2,3.5,0.572222222,1,0.5,0.27027027,0.384615385,0.394736842,0.706521739,0,0.666666667,0.88,0.86,0.75,0.9,0.56,0.36,0.888888889,0.833333333,0.944444444,0.944444444,0.888888889,1,2,2,1,88,44,80,Civil VII,9,A-
6,2.27,0.666666667,1,0.5,0.27027027,0.384615385,0.394736842,0.706521739,0,0.666666667,0.64,0.72,0.583333333,0.8,0.4,0.4,0.666666667,0.722222222,0.666666667,0.611111111,0.722222222,0,6,6,1,64,32,60,Civil VII,5,C+
2,3.32,0.861111111,1,0.833333333,0.675675676,0.769230769,0.789473684,0.847826087,0.333333333,0.666666667,0.66,0.72,0.833333333,0.92,0.5,0.4,0.888888889,0.888888889,0.722222222,0.833333333,1,1,2,2,1,66,33,80,Civil VII,9,A-
2,3.4,0.611111111,0,0.555555556,0.567567568,0.711538462,0.657894737,0.815217391,0.666666667,0.666666667,0.8,0.74,0.875,0.9,0.56,0.36,1,0.777777778,0.833333333,0.833333333,0.944444444,1,2,2,1,80,40,80,Civil VII,9,A-
1,3.73,0.705,1,0.555555556,0.567567568,0.711538462,0.657894737,0.815217391,0.666666667,0.666666667,0.8,0.84,0.791666667,0.92,0.52,0.38,0.944444444,0.833333333,0.944444444,1,1,0,1,1,1,80,40,85,Civil VII,10,A
5,2.62,0.769444444,0,0.5,0.702702703,0.865384615,1,1,0.666666667,1,0.82,0.74,0.666666667,0.9,0.4,0.4,0.777777778,0.777777778,0.666666667,0.777777778,0.722222222,0.888888889,5,5,1,82,41,65,Civil VII,6,B-
5,2.47,0.350833333,1,0.861111111,0.621621622,0.769230769,0.447368421,0.923913043,0,0.666666667,0.8,0.84,0.583333333,0.9,0.46,0.38,0.722222222,0.722222222,0.722222222,0.722222222,0.722222222,0,5,5,1,80,40,65,Civil VII,6,B-
3,3.15,0.316111111,0,0.472222222,0.486486486,0.576923077,0.526315789,0.913043478,0.666666667,1,0.86,0.82,0.708333333,0.96,0.5,0.4,0.888888889,0.944444444,0.722222222,0.888888889,0.833333333,0,3,3,1,86,43,75,Civil VII,8,B+
2,3.32,0.819444444,0,0.611111111,0.567567568,0.673076923,0.921052632,0.760869565,0.333333333,1,0.76,0.72,0.625,0.92,0.5,0.36,0.833333333,0.888888889,0.888888889,0.888888889,0.888888889,0.944444444,2,2,1,76,38,80,Civil VII,9,A-
3,3.05,0.747222222,1,0.777777778,0.513513514,0.596153846,0.605263158,0.760869565,1,1,0.8,0.74,0.833333333,0.82,0.56,0.4,0.833333333,0.777777778,1,0.833333333,0.722222222,0,3,3,1,80,40,75,Civil VII,8,B+
2,3.4,0.725,1,0.527777778,0.297297297,0.730769231,0.184210526,0.608695652,0,1,0.96,0.94,0.75,0.86,0.42,0.38,0.944444444,0.888888889,0.777777778,0.944444444,0.888888889,0,2,2,1,96,48,80,Civil VII,9,A-
3,3.22,0.888888889,1,0.777777778,0.378378378,0.211538462,0.342105263,0.663043478,0.333333333,0.666666667,0.92,0.86,0.708333333,0.76,0.4,0.4,0.888888889,0.833333333,0.833333333,1,0.777777778,0.888888889,3,3,1,92,46,75,Civil VII,8,B+
6,2.23,0.875,0,0.611111111,0.594594595,0.673076923,0.394736842,0.869565217,0.333333333,0.666666667,0.88,0.88,0.5,0.7,0.38,0.38,0.722222222,0.611111111,0.666666667,0.611111111,0.666666667,0,6,6,1,88,44,60,Civil VII,5,C+
2,3.68,0.722222222,1,0.833333333,0.594594595,0.673076923,0.394736842,0.869565217,0.333333333,0.666666667,0.88,0.92,0.833333333,0.88,0.52,0.4,1,0.944444444,1,0.833333333,0.944444444,0.944444444,2,2,1,88,44,80,Civil VII,9,A-
5,2.68,0.208333333,1,0.583333333,0.216216216,0.230769231,0.657894737,0.673913043,1,1,0.84,0.84,0.541666667,0.72,0.4,0.4,0.777777778,0.777777778,0.611111111,0.833333333,0.722222222,0.944444444,5,5,1,84,42,65,Civil VII,6,B-
2,3.45,0.604166667,1,0.611111111,0.216216216,0.230769231,0.657894737,0.673913043,1,1,0.92,0.88,0.833333333,0.92,0.5,0.4,0.888888889,0.888888889,0.833333333,0.944444444,0.944444444,0,2,2,1,92,46,80,Civil VII,9,A-
3,3.22,0.6,1,0.638888889,0.567567568,0.288461538,0.789473684,0.673913043,0.333333333,0.333333333,0.78,0.72,0.791666667,0.9,0.52,0.36,0.888888889,0.833333333,0.833333333,0.888888889,0.833333333,0.944444444,3,3,1,78,39,75,Civil VII,8,B+
2,3.57,0.852777778,1,0.527777778,0.243243243,0.384615385,0.526315789,0.673913043,0,0.666666667,0.92,0.9,0.791666667,0.8,0.5,0.36,0.944444444,0.944444444,0.944444444,0.888888889,0.888888889,0.944444444,2,2,1,92,46,80,Civil VII,9,A-
3,3.22,0.857777778,1,0.694444444,0.72972973,0.769230769,0.868421053,0.869565217,0.666666667,1,0.7,0.84,0.75,0.92,0.54,0.38,0.888888889,1,0.833333333,0.888888889,0.666666667,0,3,3,1,70,35,75,Civil VII,8,B+
1,3.95,0.722222222,0,0.805555556,0.540540541,0.576923077,0.5,0.826086957,0.333333333,1,0.9,0.92,0.875,0.98,0.58,0.36,1,1,1,1,1,0.944444444,1,1,1,90,45,85,Civil VII,10,A
2,3.68,0.811111111,1,0.805555556,0.621621622,0.788461538,0.710526316,0.782608696,0.666666667,0.333333333,0.88,0.92,0.791666667,0.92,0.52,0.38,1,0.944444444,0.944444444,0.944444444,0.888888889,0.944444444,2,2,1,88,44,80,Civil VII,9,A-
1,3.77,0.416666667,0,0.805555556,0.621621622,0.788461538,0.710526316,0.782608696,0.666666667,0.333333333,0.8,0.86,0.916666667,1,0.58,0.38,1,1,1,1,0.888888889,0,1,1,1,80,40,85,Civil VII,10,A
5,2.62,0.816666667,1,0.805555556,0.621621622,0.788461538,0.710526316,0.782608696,0.666666667,0.333333333,0.84,0.8,0.541666667,0.76,0.38,0.38,0.777777778,0.833333333,0.722222222,0.666666667,0.666666667,0,5,5,1,84,42,65,Civil VII,6,B-
2,3.35,0.416666667,0,0.416666667,0.594594595,0.519230769,0.789473684,0.793478261,0.333333333,0.666666667,0.82,0.92,0.75,0.94,0.56,0.38,0.833333333,0.944444444,0.833333333,0.944444444,0.777777778,0,2,2,1,82,41,80,Civil VII,9,A-
4,2.82,0.791666667,1,0.694444444,0.243243243,0.211538462,0.342105263,0.663043478,0.333333333,0.666666667,0.9,0.88,0.625,0.78,0.4,0.4,0.777777778,0.833333333,0.722222222,0.888888889,0.722222222,0,4,4,1,90,45,70,Civil VII,7,B
2,3.55,0.927222222,0,0.916666667,0.675675676,0.769230769,0.789473684,0.847826087,0.333333333,0.666666667,0.84,0.92,0.708333333,0.98,0.44,0.38,0.833333333,1,0.888888889,0.888888889,0.944444444,1,2,2,1,84,42,80,Civil VII,9,A-
4,2.83,0.572222222,1,0.5,0.27027027,0.384615385,0.394736842,0.706521739,0,0.666666667,0.94,0.86,0.541666667,0.76,0.48,0.4,0.777777778,0.833333333,0.833333333,0.722222222,0.666666667,0,4,4,1,94,47,70,Civil VII,7,B
5,2.62,0.783333333,1,0.694444444,0.243243243,0.211538462,0.342105263,0.663043478,0.333333333,0.666666667,0.84,0.94,0.416666667,0.66,0.38,0.4,0.666666667,0.833333333,0.777777778,0.666666667,0.777777778,0.888888889,5,5,1,84,42,65,Civil VII,6,B-
2,3.62,0.783333333,1,0.916666667,0.675675676,0.769230769,0.789473684,0.847826087,0.333333333,0.666666667,0.84,0.9,0.916666667,0.88,0.5,0.36,1,0.888888889,0.833333333,1,0.944444444,0.944444444,2,2,1,84,42,80,Civil VII,9,A-
2,3.67,0.783333333,1,0.916666667,0.675675676,0.769230769,0.789473684,0.847826087,0,0.666666667,0.84,0.9,0.916666667,0.88,0.5,0.36,0.944444444,0.888888889,0.888888889,1,0.944444444,1,2,2,1,92,46,80,Civil VII,9,A-
0,0,0.783333333,0,0.916666667,0.675675676,0.769230769,0.789473684,0.847826087,0,0.666666667,0.84,0.9,0.916666667,0.88,0.5,0.38,0.777777778,0,0,0,0,0,0,0,0,88,44,0,Civil VII,0,F
0,0,0.791666667,0,0.666666667,0.621621622,0.769230769,0.447368421,0.923913043,0,0.666666667,0.84,0.78,0.666666667,0.94,0.2,0.4,0.888888889,0.833333333,0,0,0,0,0,0,0,84,42,0,Civil VII,0,F
0,0,0.732777778,1,0.527777778,0.297297297,0.730769231,0.184210526,0.608695652,0,1,0.78,0.8,0.166666667,0.66,0.32,0.38,0.611111111,0,0,0,0,0,0,0,0,78,39,0,Civil VII,0,F
