"","GPA","SLC","School","Plus","Physics","Math","Chemistry","Bio","Parent1","Parent2","X1","X2","X3","X4","X5","X6","X111","X222","X333","X444","X555","X666"
"111",0.9025,0.822222222222222,1,0.75,0.540540540540541,0.557692307692308,0.552631578947368,0.793478260869565,0.333333333333333,1,0.88,0.92,0.833333333333333,1,0.96,0.94,0.944444444444444,1,1,1,1,1
"112",0.89,0.638888888888889,1,0.833333333333333,0.837837837837838,0.711538461538462,0.447368421052632,0.804347826086957,0.666666666666667,0.333333333333333,1,0.78,0.708333333333333,0.7,0.8,0.8,0.722222222222222,0.722222222222222,0.777777777777778,0.722222222222222,0.777777777777778,1
"113",0.885,0.361111111111111,0,0.333333333333333,0.27027027027027,0.480769230769231,0.131578947368421,0.608695652173913,0.333333333333333,0.666666666666667,0.7,0.86,0.583333333333333,0.82,0.8,0.8,0.888888888888889,1,1,1,0.944444444444444,1
"114",0.88,0.6,1,0.611111111111111,0.27027027027027,0.480769230769231,0.526315789473684,0.83695652173913,0.333333333333333,0.666666666666667,0.82,0.92,0.583333333333333,0.76,0.82,0.9,0.833333333333333,0.944444444444444,0.722222222222222,0.944444444444444,0.777777777777778,1
"115",0.87,0.138888888888889,1,0.388888888888889,0.324324324324324,0.461538461538462,0.5,0.543478260869565,0,0.333333333333333,0.76,0.7,0.333333333333333,0.58,0.8,0.76,0.722222222222222,0,0.611111111111111,0.777777777777778,0.777777777777778,1
"116",0.855,0.666666666666667,0,0.777777777777778,0.621621621621622,0.826923076923077,0.263157894736842,0.717391304347826,0.333333333333333,0.666666666666667,0.58,0.68,0.5,0.68,0.78,0.7,0.722222222222222,0.666666666666667,0.777777777777778,0.833333333333333,0.722222222222222,1
"117",0.8525,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.68,0.54,0.333333333333333,0.56,0.72,0.78,0,0,0,0,0,0.888888888888889
"118",0.835,0.75,1,0.805555555555556,0.459459459459459,0.769230769230769,0.473684210526316,0.739130434782609,0.333333333333333,0.666666666666667,0.56,0.7,0.291666666666667,0.6,0.78,0.82,0,0,0,0,0.777777777777778,0.944444444444444
"119",0.835,0.333333333333333,0,0.555555555555556,0.27027027027027,0.480769230769231,0.263157894736842,0,1,0.666666666666667,0.6,0.86,0.791666666666667,0.8,0.8,0.92,0.722222222222222,0,0,0.777777777777778,0.777777777777778,1
"120",0.8075,0.729166666666667,0,0.722222222222222,0.810810810810811,0.576923076923077,0.657894736842105,0.891304347826087,1,0.666666666666667,0.8,0.9,0.75,0.98,0.98,0.96,0.944444444444444,0.944444444444444,1,1,0.944444444444444,1
"121",0.8025,0.819444444444444,1,0.777777777777778,0.594594594594595,0.788461538461538,0.631578947368421,0.934782608695652,0,0.333333333333333,0.98,0.94,0.666666666666667,0.9,0.86,0.94,0.833333333333333,1,1,1,0.888888888888889,1
"122",0.7975,0.669444444444444,1,0.944444444444444,0.810810810810811,0.826923076923077,0.552631578947368,0,0,0.333333333333333,0.9,0.92,0.916666666666667,0.9,0.9,0.8,0.888888888888889,1,1,1,0.944444444444444,1
"123",0.795,0.75,1,0.444444444444444,0.027027027027027,0.442307692307692,0.157894736842105,0,0.333333333333333,0.666666666666667,0.9,0.86,0.541666666666667,0.82,0.84,0.94,0,0.944444444444444,0,0.777777777777778,0.777777777777778,1
"124",0.795,0.736111111111111,1,0.361111111111111,0.27027027027027,0.365384615384615,0,0.543478260869565,0.666666666666667,1,0.82,0.86,0.291666666666667,0.6,0.78,0.8,0,0,0,0,0,1
"125",0.7775,0.75,1,0.888888888888889,0.810810810810811,0.769230769230769,0.605263157894737,0,0.333333333333333,0.666666666666667,0.6,0.9,0.916666666666667,0.96,0.9,0.98,0.833333333333333,0.944444444444444,0.944444444444444,0.888888888888889,0.888888888888889,0.944444444444444
"126",0.765,0.840277777777778,1,0.472222222222222,0.27027027027027,0.480769230769231,0.263157894736842,0.652173913043478,0,0.666666666666667,0.96,0.7,0.583333333333333,0.7,0.8,0.8,0.666666666666667,0.555555555555556,0.611111111111111,0.833333333333333,0.833333333333333,1
"127",0.76,0.819444444444444,1,0.777777777777778,0.72972972972973,0.673076923076923,0.526315789473684,0.782608695652174,0.666666666666667,0.666666666666667,0.7,0.9,0.916666666666667,0.86,0.94,0.88,0.944444444444444,1,0.944444444444444,0.888888888888889,0.833333333333333,1
"128",0.7525,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.86,0.78,0.583333333333333,0.76,0.8,0.8,0.833333333333333,0.722222222222222,0.666666666666667,0,0.888888888888889,1
"129",0.75,0.722222222222222,1,0.527777777777778,0.135135135135135,0.480769230769231,0.763157894736842,0.815217391304348,0,1,0.76,0.86,0.916666666666667,0.84,0.86,0.86,0.777777777777778,0.888888888888889,0.944444444444444,0.944444444444444,0.944444444444444,1
"130",0.7475,0.629722222222222,0,0.916666666666667,0.945945945945946,0.923076923076923,0.973684210526316,0.83695652173913,0.666666666666667,1,0.84,0.86,0.791666666666667,0.96,0.98,0.96,1,0.944444444444444,1,1,1,1
"131",0.7225,0.713888888888889,0,0.944444444444444,0.891891891891892,0.903846153846154,0.552631578947368,0.891304347826087,0.333333333333333,0.666666666666667,0.96,0.92,0.916666666666667,0.96,0.96,0.96,1,1,1,1,1,1
"132",0.71,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.96,0.76,0.333333333333333,0.66,0.74,0.8,0.722222222222222,0.833333333333333,0,0,0.777777777777778,1
"133",0.6625,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.66,0.88,0.75,0.84,0.88,0.88,0.833333333333333,0.777777777777778,0.944444444444444,0.722222222222222,0.777777777777778,1
"134",0.6475,0.583333333333333,1,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.84,0.58,0.416666666666667,0.46,0.7,0.76,0,0,0,0,0.611111111111111,0.944444444444444
"135",0,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.46,0.68,0.333333333333333,0.82,0.74,0.88,0.777777777777778,0,0.888888888888889,0,0.888888888888889,1
"136",0,0.583333333333333,1,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.46,0.68,0.333333333333333,0.82,0.74,0.9,0.833333333333333,1,0.777777777777778,0.777777777777778,0.888888888888889,1
"137",0,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.84,0.68,0.875,0.86,0.98,0.92,0,0,0.833333333333333,0.944444444444444,0.777777777777778,1
"138",0,0.305555555555556,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.86,0.68,0.583333333333333,0.74,0.74,0.88,0,0,0.722222222222222,0,0.833333333333333,1
"139",0,0.416666666666667,1,0.583333333333333,0.135135135135135,0,0.105263157894737,0.91304347826087,1,0.666666666666667,0.74,0.88,0.666666666666667,0.8,0.86,0.92,0.777777777777778,0.888888888888889,1,0.944444444444444,0.944444444444444,1
"140",0,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.8,0.72,0.333333333333333,0.46,0.72,0.76,0,0,0,0,0,1
"141",0,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.46,0.86,0.5,0.68,0.76,0.88,0.777777777777778,1,0.666666666666667,0.777777777777778,0.888888888888889,1
"142",0,0.883333333333333,1,0.888888888888889,0.675675675675676,0.923076923076923,0.657894736842105,0.891304347826087,0.333333333333333,0.666666666666667,0.68,0.86,0.708333333333333,0.86,0.88,0.88,0.777777777777778,0.944444444444444,0.833333333333333,0.944444444444444,0.944444444444444,1
"143",0,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.86,0.86,0.75,0.68,0.82,0.9,0.722222222222222,0.888888888888889,0,0.777777777777778,0.833333333333333,1
"144",0,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.68,0.9,0.875,0.76,0.92,0.92,0.944444444444444,0.944444444444444,1,0.888888888888889,0.944444444444444,1
"145",0,0.855555555555556,1,0.888888888888889,0.675675675675676,0.923076923076923,0.657894736842105,0.891304347826087,0.333333333333333,0.666666666666667,0.76,0.92,0.791666666666667,0.84,0.96,0.94,1,1,0.944444444444444,1,1,1
"146",0,0.883333333333333,1,0.888888888888889,0.675675675675676,0.923076923076923,0.657894736842105,0.891304347826087,0.333333333333333,0.666666666666667,0.84,0.78,0.541666666666667,0.76,0.8,0.9,0.888888888888889,0,0,0.777777777777778,0.833333333333333,1
"147",0,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.76,0.86,0.833333333333333,0.8,0.82,0.9,0.833333333333333,0.944444444444444,0.833333333333333,0.888888888888889,0.944444444444444,1
"148",0,0.5,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.8,0.68,0.625,0.82,0.84,0.9,0.833333333333333,0,0,0,0.722222222222222,1
"149",0,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.82,0.94,0.916666666666667,0.84,0.94,0.94,0.888888888888889,1,0.888888888888889,1,1,1
"150",0,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.84,0.86,0.791666666666667,0.78,0.92,0.92,0.777777777777778,0,0,0.888888888888889,0.833333333333333,1
"151",0,0.883333333333333,1,0.888888888888889,0.675675675675676,0.923076923076923,0.657894736842105,0.891304347826087,0.333333333333333,0.666666666666667,0.78,0.94,0.916666666666667,0.96,0.96,0.98,1,1,1,1,1,1
"152",0,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.96,0.88,0.916666666666667,0.96,0.96,0.96,0.888888888888889,0.888888888888889,0.944444444444444,1,1,1
"153",0,0.583333333333333,0,0.694444444444444,0.540540540540541,0.576923076923077,0.763157894736842,0.760869565217391,0.666666666666667,1,0.96,0.88,0.75,0.8,0.94,0.92,0.777777777777778,0.944444444444444,0.833333333333333,1,0.833333333333333,1
"154",0,0.408333333333333,1,0.583333333333333,0.567567567567568,0.211538461538462,0.526315789473684,0.760869565217391,0,0,0.8,0.9,0.791666666666667,0.98,0.88,0.94,0.777777777777778,0.944444444444444,1,0.888888888888889,1,1
"155",0,0.408333333333333,1,0.583333333333333,0.567567567567568,0.211538461538462,0.526315789473684,0.760869565217391,0,0,0.98,0.62,0.625,0.68,0.78,0.86,0.833333333333333,0.611111111111111,0.666666666666667,0.777777777777778,0.888888888888889,1
"156",0,0.947222222222222,1,0.833333333333333,0.72972972972973,0.692307692307692,0.657894736842105,0.869565217391304,0.666666666666667,0.666666666666667,0.68,0.68,0.583333333333333,0.46,0.8,0.66,0.666666666666667,0,0.555555555555556,0.833333333333333,0.777777777777778,1
"157",0,0.408333333333333,1,0.583333333333333,0.567567567567568,0.211538461538462,0.526315789473684,0.760869565217391,0,0,0.46,0.7,0.583333333333333,0.66,0.72,0.82,0.833333333333333,0,0.722222222222222,0.833333333333333,0.666666666666667,1
"158",0,0.805555555555556,1,0.777777777777778,0.540540540540541,0.769230769230769,0.394736842105263,0.782608695652174,0,0.666666666666667,0.66,0.76,0.791666666666667,0.6,0.8,0.88,0.833333333333333,0.722222222222222,0.611111111111111,0.833333333333333,0.944444444444444,1
"159",0,0.833333333333333,1,0.777777777777778,0.540540540540541,0.769230769230769,0.394736842105263,0.782608695652174,0,0.666666666666667,0.6,0.88,0.833333333333333,0.92,0.96,0.96,0.888888888888889,0.944444444444444,1,1,0.944444444444444,1
"160",0,0.305555555555556,0,0.305555555555556,0,0.442307692307692,0,0.58695652173913,0,0.333333333333333,0.92,0.88,0.833333333333333,0.86,0.96,0.94,0.888888888888889,1,0,1,0.944444444444444,1
"161",0,0.333333333333333,0,0.305555555555556,0,0.442307692307692,0,0.58695652173913,0,0,0.86,0.86,0.5,0.88,0.8,0.92,0.833333333333333,1,1,0.944444444444444,0.777777777777778,1
"162",0,0.833333333333333,1,0.777777777777778,0.540540540540541,0.769230769230769,0.394736842105263,0.782608695652174,0,0.666666666666667,0.88,0.9,0.666666666666667,0.84,0.9,0.9,0.722222222222222,1,0.833333333333333,0.944444444444444,0.888888888888889,1
"163",0,0.305555555555556,0,0.305555555555556,0,0.442307692307692,0,0.58695652173913,0,0.333333333333333,0.84,0.9,0.5,0.66,0.74,0.88,0.833333333333333,0.888888888888889,0,0.833333333333333,0.777777777777778,0.944444444444444
"164",0,0.833333333333333,1,0.777777777777778,0.540540540540541,0.769230769230769,0.394736842105263,0.782608695652174,0,0.666666666666667,0.66,0.72,0.5,0.62,0.78,0.86,0.777777777777778,0,0,0.888888888888889,0.833333333333333,0.944444444444444
"165",0,0.305555555555556,0,0.305555555555556,0,0.442307692307692,0,0.58695652173913,0,0.333333333333333,0.62,0.76,0.541666666666667,0.66,0.82,0.88,0.833333333333333,0.722222222222222,0.666666666666667,0.888888888888889,0,1
"166",0,0.722222222222222,1,0.833333333333333,0.891891891891892,0.75,0.578947368421053,0.847826086956522,0,0.666666666666667,0.66,0.74,0.541666666666667,0.72,0.72,0.88,0,0.666666666666667,0,0.722222222222222,0,1
"167",0,0.833333333333333,1,0.777777777777778,0.540540540540541,0.769230769230769,0.394736842105263,0.782608695652174,0,0.666666666666667,0.72,0.68,0.625,0.84,0.72,0.9,0,0,0,0,0,1
"168",0,0.305555555555556,0,0.305555555555556,0,0.442307692307692,0,0.58695652173913,0,0.333333333333333,0.84,0.7,0.458333333333333,0.46,0.74,0.76,0.666666666666667,0.666666666666667,0,0,0.777777777777778,1
"169",0,0.722222222222222,1,0.833333333333333,0.891891891891892,0.75,0.578947368421053,0.847826086956522,0,0.666666666666667,0.46,0.92,0.791666666666667,0.92,0.96,0.94,0.888888888888889,0.944444444444444,1,1,1,1
"170",0,0.833333333333333,1,0.777777777777778,0.540540540540541,0.769230769230769,0.394736842105263,0.782608695652174,0,0.666666666666667,0.92,0.74,0.666666666666667,0.7,0.8,0.9,0.833333333333333,0.777777777777778,0.722222222222222,0.833333333333333,0.944444444444444,1
"171",0,0.305555555555556,0,0.305555555555556,0,0.442307692307692,0,0.58695652173913,0,0.333333333333333,0.7,0.64,0.375,0.56,0.72,0.82,0,0,0,0,0,1
"172",0,0.333333333333333,0,0.305555555555556,0,0.442307692307692,0,0.58695652173913,0,0,0.56,0.86,0.666666666666667,0.8,0.88,0.88,0,0.722222222222222,0,0.888888888888889,0,1
"173",0,0.805555555555556,1,0.777777777777778,0.540540540540541,0.769230769230769,0.394736842105263,0.782608695652174,0,0.666666666666667,0.8,0.86,0.916666666666667,0.86,0.96,0.94,0.944444444444444,1,0.944444444444444,1,0.944444444444444,1
"174",0,0.833333333333333,1,0.777777777777778,0.540540540540541,0.769230769230769,0.394736842105263,0.782608695652174,0,0.666666666666667,0.86,0.72,0.666666666666667,0.76,0.78,0.9,0.777777777777778,0.833333333333333,0,0.944444444444444,0.722222222222222,1
"175",0,0.305555555555556,0,0.305555555555556,0,0.442307692307692,0,0.58695652173913,0,0.333333333333333,0.76,0.88,0.583333333333333,0.8,0.8,0.8,0.722222222222222,1,0.888888888888889,0.888888888888889,0.777777777777778,1
"176",0,0.833333333333333,1,0.777777777777778,0.540540540540541,0.769230769230769,0.394736842105263,0.782608695652174,0,0.666666666666667,0.8,0.84,0.75,0.88,0.86,0.92,0.888888888888889,0.722222222222222,0.833333333333333,0.833333333333333,0.777777777777778,1
"177",0,0.305555555555556,0,0.305555555555556,0,0.442307692307692,0,0.58695652173913,0,0.333333333333333,0.88,0.66,0.708333333333333,0.66,0.74,0.86,0.722222222222222,0,0,0.722222222222222,0.722222222222222,1
"178",0,0.883333333333333,1,0.888888888888889,0.675675675675676,0.923076923076923,0.657894736842105,0.891304347826087,0.333333333333333,0.666666666666667,0.66,0.78,0.666666666666667,0.82,0.72,0.84,0,0,0,0.722222222222222,0.777777777777778,1
"179",0,0.680555555555556,1,0.527777777777778,0.27027027027027,0.480769230769231,0.342105263157895,0.717391304347826,1,0.666666666666667,0.82,0.7,0.541666666666667,0.76,0.76,0.8,0.777777777777778,0.777777777777778,0.833333333333333,0.888888888888889,0.944444444444444,1
"180",0,0.883333333333333,1,0.888888888888889,0.675675675675676,0.923076923076923,0.657894736842105,0.891304347826087,0.333333333333333,0.666666666666667,0.76,0.4,0.458333333333333,0.76,0.72,0.82,0.722222222222222,0.777777777777778,0.777777777777778,0.722222222222222,0.777777777777778,0.944444444444444
"181",0.72,0.694444444444444,1,0.888888888888889,0.405405405405405,0.384615384615385,0.394736842105263,0.815217391304348,0.333333333333333,0.666666666666667,0.94,0.78,0.583333333333333,0.82,0.5,0.4,0.833333333333333,0.777777777777778,0.722222222222222,0.888888888888889,0.777777777777778,0.888888888888889
"182",0.75,0.395833333333333,1,0.583333333333333,0.243243243243243,0.211538461538462,0.342105263157895,0.66304347826087,0.333333333333333,0.666666666666667,0.86,0.74,0.75,0.82,0.44,0.36,0.944444444444444,0.722222222222222,0.666666666666667,0.944444444444444,0.722222222222222,1
"183",0.7925,0.611111111111111,0,0.555555555555556,0.567567567567568,0.711538461538462,0.657894736842105,0.815217391304348,0.666666666666667,0.666666666666667,0.86,0.74,0.708333333333333,0.74,0.34,0.4,0.944444444444444,0.666666666666667,0.833333333333333,0.833333333333333,0.888888888888889,1
"184",0.6125,0.316111111111111,0,0.472222222222222,0.486486486486487,0.576923076923077,0.526315789473684,0.91304347826087,0.666666666666667,1,0.72,0.72,0.625,0.72,0.52,0.36,0.777777777777778,0.722222222222222,0.777777777777778,0.611111111111111,0.666666666666667,0
"185",0.945,0.857777777777778,1,0.694444444444444,0.72972972972973,0.769230769230769,0.868421052631579,0.869565217391304,0.666666666666667,1,0.72,0.7,0.916666666666667,0.98,0.42,0.4,1,0.944444444444444,0.833333333333333,1,1,0
"186",0.8925,0.811111111111111,1,0.805555555555556,0.621621621621622,0.788461538461538,0.710526315789474,0.782608695652174,0.666666666666667,0.333333333333333,0.74,0.86,0.833333333333333,0.84,0.52,0.36,0.944444444444444,0.833333333333333,0.944444444444444,1,0.888888888888889,0.944444444444444
"187",0.78,0.416666666666667,0,0.805555555555556,0.621621621621622,0.788461538461538,0.710526315789474,0.782608695652174,0.666666666666667,0.333333333333333,0.7,0.84,0.833333333333333,0.9,0.48,0.38,0.944444444444444,0.777777777777778,0.833333333333333,0.833333333333333,0.833333333333333,0.888888888888889
"188",0.88,0.816666666666667,1,0.805555555555556,0.621621621621622,0.788461538461538,0.710526315789474,0.782608695652174,0.666666666666667,0.333333333333333,0.78,0.78,0.791666666666667,0.92,0.48,0.4,0.944444444444444,0.888888888888889,0.777777777777778,0.944444444444444,0.944444444444444,1
"189",0.8,0.416666666666667,0,0.194444444444444,0.594594594594595,0.519230769230769,0.789473684210526,0.793478260869565,0.333333333333333,0.666666666666667,0.96,0.94,0.75,0.84,0.56,0.36,0.888888888888889,0.888888888888889,0.722222222222222,0.888888888888889,0.888888888888889,0.944444444444444
"190",0.8325,0.791666666666667,1,0.694444444444444,0.243243243243243,0.211538461538462,0.342105263157895,0.66304347826087,0.333333333333333,0.666666666666667,0.96,0.86,0.666666666666667,0.84,0.42,0.38,0.888888888888889,0.944444444444444,0.722222222222222,0.944444444444444,0.888888888888889,0
"191",0.875,0.572222222222222,1,0.5,0.27027027027027,0.384615384615385,0.394736842105263,0.706521739130435,0,0.666666666666667,0.88,0.86,0.75,0.9,0.56,0.36,0.888888888888889,0.833333333333333,0.944444444444444,0.944444444444444,0.888888888888889,1
"192",0.5675,0.666666666666667,1,0.5,0.27027027027027,0.384615384615385,0.394736842105263,0.706521739130435,0,0.666666666666667,0.64,0.72,0.583333333333333,0.8,0.4,0.4,0.666666666666667,0.722222222222222,0.666666666666667,0.611111111111111,0.722222222222222,0
"193",0.83,0.861111111111111,1,0.833333333333333,0.675675675675676,0.769230769230769,0.789473684210526,0.847826086956522,0.333333333333333,0.666666666666667,0.66,0.72,0.833333333333333,0.92,0.5,0.4,0.888888888888889,0.888888888888889,0.722222222222222,0.833333333333333,1,1
"194",0.85,0.611111111111111,0,0.555555555555556,0.567567567567568,0.711538461538462,0.657894736842105,0.815217391304348,0.666666666666667,0.666666666666667,0.8,0.74,0.875,0.9,0.56,0.36,1,0.777777777777778,0.833333333333333,0.833333333333333,0.944444444444444,1
"195",0.9325,0.705,1,0.555555555555556,0.567567567567568,0.711538461538462,0.657894736842105,0.815217391304348,0.666666666666667,0.666666666666667,0.8,0.84,0.791666666666667,0.92,0.52,0.38,0.944444444444444,0.833333333333333,0.944444444444444,1,1,0
"196",0.655,0.769444444444444,0,0.5,0.702702702702703,0.865384615384615,1,1,0.666666666666667,1,0.82,0.74,0.666666666666667,0.9,0.4,0.4,0.777777777777778,0.777777777777778,0.666666666666667,0.777777777777778,0.722222222222222,0.888888888888889
"197",0.6175,0.350833333333333,1,0.861111111111111,0.621621621621622,0.769230769230769,0.447368421052632,0.923913043478261,0,0.666666666666667,0.8,0.84,0.583333333333333,0.9,0.46,0.38,0.722222222222222,0.722222222222222,0.722222222222222,0.722222222222222,0.722222222222222,0
"198",0.7875,0.316111111111111,0,0.472222222222222,0.486486486486487,0.576923076923077,0.526315789473684,0.91304347826087,0.666666666666667,1,0.86,0.82,0.708333333333333,0.96,0.5,0.4,0.888888888888889,0.944444444444444,0.722222222222222,0.888888888888889,0.833333333333333,0
"199",0.83,0.819444444444444,0,0.611111111111111,0.567567567567568,0.673076923076923,0.921052631578947,0.760869565217391,0.333333333333333,1,0.76,0.72,0.625,0.92,0.5,0.36,0.833333333333333,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.944444444444444
"200",0.7625,0.747222222222222,1,0.777777777777778,0.513513513513513,0.596153846153846,0.605263157894737,0.760869565217391,1,1,0.8,0.74,0.833333333333333,0.82,0.56,0.4,0.833333333333333,0.777777777777778,1,0.833333333333333,0.722222222222222,0
"201",0.85,0.725,1,0.527777777777778,0.297297297297297,0.730769230769231,0.184210526315789,0.608695652173913,0,1,0.96,0.94,0.75,0.86,0.42,0.38,0.944444444444444,0.888888888888889,0.777777777777778,0.944444444444444,0.888888888888889,0
"202",0.805,0.888888888888889,1,0.777777777777778,0.378378378378378,0.211538461538462,0.342105263157895,0.66304347826087,0.333333333333333,0.666666666666667,0.92,0.86,0.708333333333333,0.76,0.4,0.4,0.888888888888889,0.833333333333333,0.833333333333333,1,0.777777777777778,0.888888888888889
"203",0.5575,0.875,0,0.611111111111111,0.594594594594595,0.673076923076923,0.394736842105263,0.869565217391304,0.333333333333333,0.666666666666667,0.88,0.88,0.5,0.7,0.38,0.38,0.722222222222222,0.611111111111111,0.666666666666667,0.611111111111111,0.666666666666667,0
"204",0.92,0.722222222222222,1,0.833333333333333,0.594594594594595,0.673076923076923,0.394736842105263,0.869565217391304,0.333333333333333,0.666666666666667,0.88,0.92,0.833333333333333,0.88,0.52,0.4,1,0.944444444444444,1,0.833333333333333,0.944444444444444,0.944444444444444
"205",0.67,0.208333333333333,1,0.583333333333333,0.216216216216216,0.230769230769231,0.657894736842105,0.673913043478261,1,1,0.84,0.84,0.541666666666667,0.72,0.4,0.4,0.777777777777778,0.777777777777778,0.611111111111111,0.833333333333333,0.722222222222222,0.944444444444444
"206",0.8625,0.604166666666667,1,0.611111111111111,0.216216216216216,0.230769230769231,0.657894736842105,0.673913043478261,1,1,0.92,0.88,0.833333333333333,0.92,0.5,0.4,0.888888888888889,0.888888888888889,0.833333333333333,0.944444444444444,0.944444444444444,0
"207",0.805,0.6,1,0.638888888888889,0.567567567567568,0.288461538461538,0.789473684210526,0.673913043478261,0.333333333333333,0.333333333333333,0.78,0.72,0.791666666666667,0.9,0.52,0.36,0.888888888888889,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.944444444444444
"208",0.8925,0.852777777777778,1,0.527777777777778,0.243243243243243,0.384615384615385,0.526315789473684,0.673913043478261,0,0.666666666666667,0.92,0.9,0.791666666666667,0.8,0.5,0.36,0.944444444444444,0.944444444444444,0.944444444444444,0.888888888888889,0.888888888888889,0.944444444444444
"209",0.805,0.857777777777778,1,0.694444444444444,0.72972972972973,0.769230769230769,0.868421052631579,0.869565217391304,0.666666666666667,1,0.7,0.84,0.75,0.92,0.54,0.38,0.888888888888889,1,0.833333333333333,0.888888888888889,0.666666666666667,0
"210",0.9875,0.722222222222222,0,0.805555555555556,0.540540540540541,0.576923076923077,0.5,0.826086956521739,0.333333333333333,1,0.9,0.92,0.875,0.98,0.58,0.36,1,1,1,1,1,0.944444444444444
"211",0.92,0.811111111111111,1,0.805555555555556,0.621621621621622,0.788461538461538,0.710526315789474,0.782608695652174,0.666666666666667,0.333333333333333,0.88,0.92,0.791666666666667,0.92,0.52,0.38,1,0.944444444444444,0.944444444444444,0.944444444444444,0.888888888888889,0.944444444444444
"212",0.9425,0.416666666666667,0,0.805555555555556,0.621621621621622,0.788461538461538,0.710526315789474,0.782608695652174,0.666666666666667,0.333333333333333,0.8,0.86,0.916666666666667,1,0.58,0.38,1,1,1,1,0.888888888888889,0
"213",0.655,0.816666666666667,1,0.805555555555556,0.621621621621622,0.788461538461538,0.710526315789474,0.782608695652174,0.666666666666667,0.333333333333333,0.84,0.8,0.541666666666667,0.76,0.38,0.38,0.777777777777778,0.833333333333333,0.722222222222222,0.666666666666667,0.666666666666667,0
"214",0.8375,0.416666666666667,0,0.416666666666667,0.594594594594595,0.519230769230769,0.789473684210526,0.793478260869565,0.333333333333333,0.666666666666667,0.82,0.92,0.75,0.94,0.56,0.38,0.833333333333333,0.944444444444444,0.833333333333333,0.944444444444444,0.777777777777778,0
"215",0.705,0.791666666666667,1,0.694444444444444,0.243243243243243,0.211538461538462,0.342105263157895,0.66304347826087,0.333333333333333,0.666666666666667,0.9,0.88,0.625,0.78,0.4,0.4,0.777777777777778,0.833333333333333,0.722222222222222,0.888888888888889,0.722222222222222,0
"216",0.8875,0.927222222222222,0,0.916666666666667,0.675675675675676,0.769230769230769,0.789473684210526,0.847826086956522,0.333333333333333,0.666666666666667,0.84,0.92,0.708333333333333,0.98,0.44,0.38,0.833333333333333,1,0.888888888888889,0.888888888888889,0.944444444444444,1
"217",0.7075,0.572222222222222,1,0.5,0.27027027027027,0.384615384615385,0.394736842105263,0.706521739130435,0,0.666666666666667,0.94,0.86,0.541666666666667,0.76,0.48,0.4,0.777777777777778,0.833333333333333,0.833333333333333,0.722222222222222,0.666666666666667,0
"218",0.655,0.783333333333333,1,0.694444444444444,0.243243243243243,0.211538461538462,0.342105263157895,0.66304347826087,0.333333333333333,0.666666666666667,0.84,0.94,0.416666666666667,0.66,0.38,0.4,0.666666666666667,0.833333333333333,0.777777777777778,0.666666666666667,0.777777777777778,0.888888888888889
"219",0.905,0.783333333333333,1,0.916666666666667,0.675675675675676,0.769230769230769,0.789473684210526,0.847826086956522,0.333333333333333,0.666666666666667,0.84,0.9,0.916666666666667,0.88,0.5,0.36,1,0.888888888888889,0.833333333333333,1,0.944444444444444,0.944444444444444
